chromosom bin.start bin.end log.overAllSamples.mean
chr1 15150001 15200000 -0.0386693927983971
chr1 15200001 15250000 -0.00845558470429531
chr1 15250001 15300000 -0.0278372957941727
chr1 15300001 15350000 -0.0278778480416868
chr1 15350001 15400000 -0.0491202463252033
chr1 15400001 15450000 -0.0475160143633625
chr1 15450001 15500000 0.00738788705024394
chr1 15500001 15550000 -0.0262248502529927
chr1 15550001 15600000 -0.0349557503534539
chr1 15600001 15650000 -0.0369528367437961
chr1 15650001 15700000 -0.0048623503495911
chr1 15700001 15750000 -0.040478023404175
chr1 15750001 15800000 0.00985144209375235
chr1 15800001 15850000 -0.0266299674994626
chr1 15850001 15900000 -0.045692100561651
chr1 15900001 15950000 -0.031346130168157
chr1 15950001 16000000 -0.060332997257453
chr1 16000001 16050000 0.00206217818359395
chr1 16050001 16100000 -0.0714223133425661
chr1 16100001 16150000 -0.0515518156351708
chr1 16150001 16200000 -0.0371128790476421
chr1 16200001 16250000 -0.0369860497089033
chr1 16250001 16300000 -0.0176741115158064
chr1 16300001 16350000 -0.0449687374617728
chr1 16350001 16400000 -0.0494613968179963
chr1 16400001 16450000 -0.032611855915936
chr1 16450001 16500000 -0.0266601278895682
chr1 16500001 16550000 0.00924167958274682
chr1 16550001 16600000 -0.0382445728301498
chr1 16600001 16650000 -0.0155025896285126
chr1 16650001 16700000 -0.0630106001622273
chr1 16700001 16750000 -0.0335925535289047
chr1 16750001 16800000 -0.0572295030237795
chr1 16800001 16850000 -0.0546480216686284
chr1 16850001 16900000 -0.0747142347848411
chr1 16900001 16950000 -0.00904462374569467
chr1 16950001 17000000 -0.0762837671343073
chr1 17000001 17050000 -0.0752866757511784
chr1 17050001 17100000 -0.0265814795172892
chr1 17100001 17150000 0.786202207953769
chr1 17150001 17200000 -0.722210103366912
chr1 17200001 17250000 0.0637116213658434
chr1 17250001 17300000 -0.0431224056415196
chr1 17300001 17350000 -0.0611842808137351
chr1 17350001 17400000 0.0319316913406924
chr1 17400001 17450000 -0.0259640070971978
chr1 17450001 17500000 0.00210156163686243
chr1 17500001 17550000 -0.0293879698833704
chr1 17550001 17600000 0.0109667107741928
chr1 17600001 17650000 -0.0373119120829828
chr1 17650001 17700000 -0.033577960589349
chr1 17700001 17750000 -0.00470788847370213
chr1 17750001 17800000 -0.110443521131219
chr1 17800001 17850000 -0.0874363856762856
chr1 17850001 17900000 -0.0147518833612277
chr1 17900001 17950000 -0.0214823380968717
chr1 17950001 18000000 -0.00433769814732917
chr1 18000001 18050000 -0.0483266267971604
chr1 18050001 18100000 -0.0466006094432722
chr1 18100001 18150000 -0.0276722745435837
chr1 18150001 18200000 -0.0415068697887004
chr1 18200001 18250000 -0.0403581224809113
chr1 18250001 18300000 -0.0544567931841615
chr1 18300001 18350000 -0.0509030840285345
chr1 18350001 18400000 -0.0345073584422305
chr1 18400001 18450000 -0.00554417606912748
chr1 18450001 18500000 -0.0181260199959703
chr1 18500001 18550000 -0.0151835776919761
chr1 18550001 18600000 -0.00326249734272581
chr1 18600001 18650000 -0.029774438540312
chr1 18650001 18700000 -0.0758259637727325
chr1 18700001 18750000 -0.0437127055925565
chr1 18750001 18800000 -0.05433284903319
chr1 18800001 18850000 -0.0840071248315529
chr1 18850001 18900000 -0.0767511080352386
chr1 18900001 18950000 -0.0737076579766848
chr1 18950001 19000000 -0.0501998005142668
chr1 19000001 19050000 -0.0640704311856898
chr1 19050001 19100000 -0.0445249064717139
chr1 19100001 19150000 -0.0985408200204854
chr1 19150001 19200000 -0.0490114369598643
chr1 19200001 19250000 -0.00590145250504931
chr1 19250001 19300000 -0.0230864626840281
chr1 19300001 19350000 -0.0498382032332664
chr1 19350001 19400000 -0.0649283944967337
chr1 19400001 19450000 0.0120123392113493
chr1 19450001 19500000 -0.00818873720145085
chr1 19500001 19550000 -0.0427087231956804
chr1 19550001 19600000 -0.0805221633907073
chr1 19600001 19650000 -0.0201596211824653
chr1 19650001 19700000 -0.00578601550943166
chr1 19700001 19750000 0.0344831960205489
chr1 19750001 19800000 0.0292456134328196
chr1 19800001 19850000 -0.0156569133909589
chr1 19850001 19900000 -0.0849945707400984
chr1 19900001 19950000 -0.0477709153575329
chr1 19950001 20000000 -0.0788952387657222
chr1 20000001 20050000 -0.0178657450728343
chr1 20050001 20100000 -0.066611750459946
chr1 20100001 20150000 -0.0633646930069656
chr1 20150001 20200000 -0.0690384062216528
chr1 20200001 20250000 -0.0206387234006001
chr1 20250001 20300000 -0.0377655191204825
chr1 20300001 20350000 0.0100926539928568
chr1 20350001 20400000 -0.0472081740668265
chr1 20400001 20450000 -0.0412384140499136
chr1 20450001 20500000 -0.0558382016272023
chr1 20500001 20550000 -0.00298205073577403
chr1 20550001 20600000 0.0333263820326414
chr1 20600001 20650000 -0.0259314128224451
chr1 20650001 20700000 -0.0510148862624074
chr1 20700001 20750000 -0.0580137215584221
chr1 20750001 20800000 -0.0479028120637549
chr1 20800001 20850000 -0.0566183266219912
chr1 20850001 20900000 -0.0727183785907728
chr1 20900001 20950000 -0.0222805183028461
chr1 20950001 21000000 -0.0838246993635596
chr1 21000001 21050000 -0.051827136442989
chr1 21050001 21100000 -0.0406940113938736
chr1 21100001 21150000 -0.118490197079913
chr1 21150001 21200000 -0.0345997462262269
chr1 21200001 21250000 -0.0173738019469093
chr1 21250001 21300000 -0.0138419501288733
chr1 21300001 21350000 -0.0199650509061876
chr1 21350001 21400000 -0.0532123320068037
chr1 21400001 21450000 -0.014939180151958
chr1 21450001 21500000 -0.074875489512794
chr1 21500001 21550000 -0.0691639251541755
chr1 21550001 21600000 -0.0343436836600719
chr1 21600001 21650000 -0.0273793129701314
chr1 21650001 21700000 -0.0304943575874699
chr1 21700001 21750000 -0.0583925739216219
chr1 21750001 21800000 -0.0642758811641756
chr1 21800001 21850000 -0.0435832761652545
chr1 21850001 21900000 -0.0452523151994009
chr1 21900001 21950000 -0.0350238354120066
chr1 21950001 22000000 -0.0462444350820695
chr1 22000001 22050000 -0.0255048945430996
chr1 22050001 22100000 -0.0524827888120038
chr1 22100001 22150000 -0.0559601336866947
chr1 22150001 22200000 -0.0585729392812479
chr1 22200001 22250000 -0.0588921495276394
chr1 22250001 22300000 -0.0346135983257375
chr1 22300001 22350000 -0.0127433567812541
chr1 22350001 22400000 -0.0135068122818676
chr1 22400001 22450000 -0.0142831056503791
chr1 22450001 22500000 -0.0412364566294451
chr1 22500001 22550000 -0.0619667317890984
chr1 22550001 22600000 -0.0363912305711299
chr1 22600001 22650000 -0.0129009325749025
chr1 22650001 22700000 -0.0553891628524687
chr1 22700001 22750000 -0.099569075198548
chr1 22750001 22800000 -0.0511984184419343
chr1 22800001 22850000 0.0153839755458139
chr1 22850001 22900000 -0.0155935401029864
chr1 22900001 22950000 -0.0497317077800784
chr1 22950001 23000000 -0.0468762007191248
chr1 23000001 23050000 0.00084932645166398
chr1 23050001 23100000 -0.0252186670738225
chr1 23100001 23150000 -0.0492891317935146
chr1 23150001 23200000 0.00630267559470201
chr1 23200001 23250000 -0.0289090974507196
chr1 23250001 23300000 -0.115003765595821
chr1 23300001 23350000 -0.0665206016599453
chr1 23350001 23400000 -0.068847067016413
chr1 23400001 23450000 -0.0502972773689033
chr1 23450001 23500000 -0.0679475035262843
chr1 23500001 23550000 -0.140089482156395
chr1 23550001 23600000 -0.120506656338586
chr1 23600001 23650000 -0.0409654244420461
chr1 23650001 23700000 -0.0100949491826114
chr1 23700001 23750000 -0.0256456005288225
chr1 23750001 23800000 -0.0703655902582812
chr1 23800001 23850000 -0.0168213530723114
chr1 23850001 23900000 0.0119088961238579
chr1 23900001 23950000 -0.0501664759307894
chr1 23950001 24000000 -0.0461367497602389
chr1 24000001 24050000 -0.0882874649009392
chr1 24050001 24100000 -0.0706371836584059
chr1 24100001 24150000 -0.0446920897080282
chr1 24150001 24200000 -0.0792421600496007
chr1 24200001 24250000 -0.044720516015447
chr1 24250001 24300000 -0.0346827327798944
chr1 24300001 24350000 -0.0792552299702116
chr1 24350001 24400000 -0.0604196277931061
chr1 24400001 24450000 -0.0690692159456268
chr1 24450001 24500000 -0.078271672486769
chr1 24500001 24550000 -0.0537246439805891
chr1 24550001 24600000 -0.0457766045594618
chr1 24600001 24650000 -0.0421908272134908
chr1 24650001 24700000 -0.0334858177304651
chr1 24700001 24750000 0.051257378111663
chr1 24750001 24800000 -0.0566394334449476
chr1 24800001 24850000 -0.0631595335527707
chr1 24850001 24900000 -0.0868105238570355
chr1 24900001 24950000 -0.0414276296946241
chr1 24950001 25000000 -0.00995182076160781
chr1 25000001 25050000 -0.0584338655744847
chr1 25050001 25100000 -0.0417416129257265
chr1 25100001 25150000 -0.100727607942195
chr1 25150001 25200000 -0.103409294097838
chr1 25200001 25250000 -0.0337249656153871
chr1 25250001 25300000 0.0324181130827789
chr1 25300001 25350000 0.00866075342685467
chr1 25350001 25400000 -0.0288264673333434
chr1 25400001 25450000 -0.0268209983731612
chr1 25450001 25500000 -0.0265162825906198
chr1 25500001 25550000 -0.0264584253667862
chr1 25550001 25600000 -0.0756021458812998
chr1 25600001 25650000 -0.0345029099423197
chr1 25650001 25700000 -0.0548102063301403
chr1 25700001 25750000 -0.0820838956252823
chr1 25750001 25800000 0.0106391261696403
chr1 25800001 25850000 -0.0514032052488951
chr1 25850001 25900000 -0.04383402912802
chr1 25900001 25950000 -0.0767951902679969
chr1 25950001 26000000 -0.00878536543014988
chr1 26000001 26050000 -0.0246574292410743
chr1 26050001 26100000 -0.0843161659397592
chr1 26100001 26150000 -0.0267899580024423
chr1 26150001 26200000 -0.0831621695102088
chr1 26200001 26250000 -0.0632056618901654
chr1 26250001 26300000 -0.0782745413526876
chr1 26300001 26350000 -0.0516335536847176
chr1 26350001 26400000 -0.0571955299871423
chr1 26400001 26450000 -0.0500317854185867
chr1 26450001 26500000 -0.0386799423106183
chr1 26500001 26550000 -0.0355718818672767
chr1 26550001 26600000 -0.0503667775959498
chr1 26600001 26650000 -0.111831869431921
chr1 26650001 26700000 -0.0594069199519211
chr1 26700001 26750000 -0.0798309651939386
chr1 26750001 26800000 -0.0188965928845305
chr1 26800001 26850000 -0.0298457540191253
chr1 26850001 26900000 -0.110353328033485
chr1 26900001 26950000 -0.0627146165021793
chr1 26950001 27000000 -0.0433761029106247
chr1 27000001 27050000 0.00149857110321944
chr1 27050001 27100000 -0.0401532430705856
chr1 27100001 27150000 -0.0399997933698958
chr1 27150001 27200000 -0.00818791630463309
chr1 27200001 27250000 -0.0442857481686385
chr1 27250001 27300000 -0.004420945967356
chr1 27300001 27350000 -0.0316660155536669
chr1 27350001 27400000 -0.0844405920257157
chr1 27400001 27450000 -0.0149819211118908
chr1 27450001 27500000 0.0461163238150284
chr1 27500001 27550000 -0.0592102542303421
chr1 27550001 27600000 -0.0517998389783258
chr1 27600001 27650000 -0.0721407816184864
chr1 27650001 27700000 -0.0263371121284831
chr1 27700001 27750000 0.0325068629227467
chr1 27750001 27800000 -0.0778293663368377
chr1 27800001 27850000 -0.0202496811760192
chr1 27850001 27900000 0.000326709718765598
chr1 27900001 27950000 -0.00700744221465538
chr1 27950001 28000000 -0.0453231840517255
chr1 28000001 28050000 -0.0443704634896013
chr1 28050001 28100000 -0.0277286976458899
chr1 28100001 28150000 -0.106942025123327
chr1 28150001 28200000 -0.0972955240426377
chr1 28200001 28250000 -0.0176118247415509
chr1 28250001 28300000 -0.114684953212792
chr1 28300001 28350000 -0.0768915280681077
chr1 28350001 28400000 -0.0110531364066038
chr1 28400001 28450000 -0.0373440706876174
chr1 28450001 28500000 -0.0339360097886471
chr1 28500001 28550000 -0.0510626336385987
chr1 28550001 28600000 -0.0817750547330037
chr1 28600001 28650000 -0.0625964608703275
chr1 28650001 28700000 -0.0266477914197153
chr1 28700001 28750000 -0.0818176625203777
chr1 28750001 28800000 -0.0731013403609443
chr1 28800001 28850000 -0.0619909653893672
chr1 28850001 28900000 -0.0512593019479164
chr1 28900001 28950000 -0.0732924501342357
chr1 28950001 29000000 -0.121505748716991
chr1 29000001 29050000 -0.0499067307963658
chr1 29050001 29100000 -0.102842013835217
chr1 29100001 29150000 -0.0770237082882906
chr1 29150001 29200000 -0.0219187526937665
chr1 29200001 29250000 -0.0327485567941212
chr1 29250001 29300000 -0.0391984396072191
chr1 29300001 29350000 -0.0366125694664026
chr1 29350001 29400000 -0.0679790688531469
chr1 29400001 29450000 -0.0789949644693212
chr1 29450001 29500000 -0.052236641683352
chr1 29500001 29550000 -0.0425087095836318
chr1 29550001 29600000 -0.0784256405257053
chr1 29600001 29650000 -0.0792157606447178
chr1 29650001 29700000 -0.0615578637463276
chr1 29700001 29750000 -0.0686616368654881
chr1 29750001 29800000 -0.114507473674863
chr1 29800001 29850000 -0.0796709292992885
chr1 29850001 29900000 -0.102167001708674
chr1 30000001 30050000 -0.0759559727779971
chr1 30050001 30100000 -0.0420524643333354
chr1 30100001 30150000 -0.0603037239728659
chr1 30150001 30200000 -0.061780290773067
chr1 30200001 30250000 -0.0423726287604168
chr1 30250001 30300000 -0.0316801499100263
chr1 30300001 30350000 -0.0503666507415392
chr1 30350001 30400000 -0.0375010884179465
chr1 30400001 30450000 -0.0463572064930845
chr1 30450001 30500000 -0.0728750058000563
chr1 30500001 30550000 -0.0355737086199678
chr1 30550001 30600000 -0.0356230242678395
chr1 30600001 30650000 -0.0435944191853414
chr1 30650001 30700000 -0.0288591280719393
chr1 30700001 30750000 -0.054933065486264
chr1 30750001 30800000 -0.0716764934012599
chr1 30800001 30850000 -0.0734180148981803
chr1 30850001 30900000 -0.117561950966481
chr1 30900001 30950000 -0.082610384216486
chr1 30950001 31000000 -0.112814446914846
chr1 31000001 31050000 -0.0198770476300469
chr1 31050001 31100000 -0.0568099116388106
chr1 31100001 31150000 -0.0569412746161281
chr1 31150001 31200000 0.0110466094605009
chr1 31200001 31250000 -0.00071300031592207
chr1 31250001 31300000 -0.00357237001369604
chr1 31300001 31350000 -0.0262787367345093
chr1 31350001 31400000 -0.0497419561658722
chr1 31400001 31450000 0.00615441553731637
chr1 31450001 31500000 -0.0249378203507552
chr1 31500001 31550000 -0.052624076531142
chr1 31550001 31600000 -0.0556428748417509
chr1 31600001 31650000 -0.095827927696557
chr1 31650001 31700000 -0.062011871712902
chr1 31700001 31750000 -0.0773504813301879
chr1 31750001 31800000 -0.0652287025105116
chr1 31800001 31850000 -0.0687323535288964
chr1 31850001 31900000 -0.042038901374753
chr1 31900001 31950000 -0.033203089884529
chr1 31950001 32000000 -0.0372055525892721
chr1 32000001 32050000 -0.0335271136436483
chr1 32050001 32100000 -0.0353401360247041
chr1 32100001 32150000 0.0308928014038546
chr1 32150001 32200000 0.0486883088927987
chr1 32200001 32250000 0.0341955960145343
chr1 32250001 32300000 -0.035399407523982
chr1 32300001 32350000 -0.0699203581770606
chr1 32350001 32400000 -0.015864746548558
chr1 32400001 32450000 -0.0155960185098016
chr1 32450001 32500000 -0.0768548830711628
chr1 32500001 32550000 -0.0683610131638359
chr1 32550001 32600000 -0.0766320081556788
chr1 32600001 32650000 -0.0286444737898983
