"SAMPLE","CHR","BIN.START","BIN.END","BIN.GC.CONTENT","BIN.N.COUNT","Marieke_WGS.2.COUNT","Marieke_WGS.2.GC","Marieke_WGS.2.GR10M","Marieke_WGS.2.GC.GR10M","Marieke_WGS.2.AUTO.GR10M","Marieke_WGS.2.AUTO.X.GR10M","Marieke_WGS.2.AUTO.Y.GR10M","Marieke_WGS.2.GC.AUTO.GR10M","Marieke_WGS.2.GC.AUTO.X.GR10M","Marieke_WGS.2.GC.AUTO.Y.GR10M"
"Marieke_WGS-2","chr1",5550001,5600000,24453,0,318,350.67,172.373802456045,180.570168698356,177.360214077125,172.751203065454,176.962429874464,185.760002158242,180.952174117461,185.357450176887
"Marieke_WGS-2","chr1",5600001,5650000,21373,0,359,389.23,194.598097741258,200.42583272724,200.227411489584,195.024156919805,199.778340644442,206.186345110938,200.849843818232,205.739528138562
"Marieke_WGS-2","chr1",5650001,5700000,22483,0,329,360.74,178.336418264273,185.755504195526,183.495315821931,178.726873611743,183.08377178836,191.094371285152,186.148479456848,190.680259437106
"Marieke_WGS-2","chr1",5700001,5750000,24732,0,376,414.62,203.813049444883,213.499881215138,209.708932367921,204.259284127706,209.238596329554,219.636159622581,213.951551123796,219.160196174012
"Marieke_WGS-2","chr1",5750001,5800000,24822,0,332,366.09,179.962586211971,188.510374593724,185.168525388696,180.356601942549,184.753228673968,193.928420424077,188.909177924149,193.508167038117
"Marieke_WGS-2","chr1",5800001,5850000,25802,0,343,377.78,185.925202020199,194.529895146049,191.303627133503,186.332272488839,190.874570587865,200.120950224829,194.941433079802,199.68727729154
"Marieke_WGS-2","chr1",5850001,5900000,25463,0,317,349.35,171.831746473479,179.890462357118,176.80247755487,172.207960288518,176.405944245927,185.060760127704,180.271029822725,184.659723441684
"Marieke_WGS-2","chr1",5900001,5950000,28060,0,366,399.74,198.392489619221,205.837737004822,204.13156714537,198.826856358353,203.673740044194,211.753794914694,206.273197255864,211.294912977183
"Marieke_WGS-2","chr1",5950001,6000000,23692,0,357,393.43,193.513985776126,202.588534722087,199.111938445074,193.937671365934,198.665369387369,208.411206117196,203.017121119664,207.95956775057
"Marieke_WGS-2","chr1",6000001,6050000,24455,0,358,394.78,194.056041758692,203.283688934716,199.669674967329,194.480914142869,199.221855015905,209.126340012065,203.713745966553,208.673151911573
"Marieke_WGS-2","chr1",6050001,6100000,27870,0,340,371.72,184.299034072501,191.409425124912,189.630417566737,184.702544158032,189.205113702257,196.910793630085,191.814361544878,196.484077279928
"Marieke_WGS-2","chr1",6100001,6150000,27649,0,344,376.5,186.467258002765,193.870785966667,191.861363655758,186.875515265774,191.431056216401,199.442897346731,194.280929521271,199.010693790737
"Marieke_WGS-2","chr1",6150001,6200000,28154,0,374,408.26,202.728937479751,210.224932480083,208.593459323411,203.172798573836,208.125625072482,216.267084384532,210.669674067341,215.798421904399
"Marieke_WGS-2","chr1",6200001,6250000,28274,0,346,377.44,187.551369967898,194.354819270275,192.976836700268,187.962000819645,192.544027473473,199.940842429084,194.765986822067,199.507559799139
"Marieke_WGS-2","chr1",6250001,6300000,26176,0,295,324.64,159.906514857023,167.166565620767,164.532274065257,160.25661919594,164.163260418134,171.971161207551,167.52021503263,171.598490391036
"Marieke_WGS-2","chr1",6300001,6350000,29817,0,365,393.94,197.850433636655,202.851148535747,203.573830623115,198.283613581417,203.117254415658,208.681367810813,203.280290506267,208.229143989171
"Marieke_WGS-2","chr1",6350001,6400000,26657,0,328,360.45,177.794362281707,185.606174772072,182.937579299676,178.183630834808,182.527286159824,190.940749929958,185.998834119368,190.526970987706
"Marieke_WGS-2","chr1",6400001,6450000,26141,0,291,320.27,157.738290926758,164.916325688033,162.301327976237,158.083648088198,161.93731790399,169.65624630342,165.26521460233,169.288592032827
"Marieke_WGS-2","chr1",6450001,6500000,27343,0,295,323.33,159.906514857023,166.492008569993,164.532274065257,160.25661919594,164.163260418134,171.277216465122,166.844230921945,170.906049464433
"Marieke_WGS-2","chr1",6500001,6550000,30174,0,302,324.99,163.700906734986,167.346790787004,168.436429721043,164.059318634488,168.058659817887,172.156566291405,167.700821474416,171.783493692036
"Marieke_WGS-2","chr1",6550001,6600000,26959,0,320,351.28,173.457914421177,180.884275416655,178.475687121635,173.837688619325,178.075401131536,186.083136732961,181.266945344574,185.679884501488
"Marieke_WGS-2","chr1",6600001,6650000,26223,0,301,331.2,163.15885075242,170.5445001651,167.878693198788,163.516075857552,167.502174189351,175.446182207802,170.905295770106,175.065980832648
"Marieke_WGS-2","chr1",6650001,6700000,27152,0,343,376.24,185.925202020199,193.736904414605,191.303627133503,186.332272488839,190.874570587865,199.305167855868,194.146764735944,198.873262767137
"Marieke_WGS-2","chr1",6700001,6750000,22985,0,261,287.05,141.476611449773,147.810382766884,145.569232308584,141.786364780137,145.242749047909,152.058655201538,148.123083184809,151.729135863562
"Marieke_WGS-2","chr1",6750001,6800000,23588,0,289,318.44,156.654178961626,163.974005533135,161.185854931727,156.997162534328,160.824346646918,168.686842579264,164.320900920992,168.321289059023
"Marieke_WGS-2","chr1",6800001,6850000,23371,0,334,367.86,181.046698177104,189.421799005838,186.283998433207,181.44308749642,185.86619993104,194.866040419571,189.822530501181,194.44375516032
"Marieke_WGS-2","chr1",6850001,6900000,20131,0,329,352.51,178.336418264273,181.517638143718,183.495315821931,178.726873611743,183.08377178836,186.734703170508,181.90164798285,186.33003895929
"Marieke_WGS-2","chr1",6900001,6950000,20667,0,341,366.47,184.841090055067,188.706047631353,190.188154088992,185.245786934968,189.761599330793,194.129717372262,189.105264918088,193.709027764917
"Marieke_WGS-2","chr1",6950001,7000000,23734,0,350,385.74,189.719593898163,198.628730355331,195.207782789288,190.134971927386,194.769969987617,204.3375915605,199.048939584422,203.894780937155
"Marieke_WGS-2","chr1",7000001,7050000,25129,0,323,356.1,175.084082368876,183.366233420266,180.1488966884,175.467416950131,179.744858017144,188.636429602048,183.75415405717,188.227644246697
"Marieke_WGS-2","chr1",7050001,7100000,22853,0,334,367.09,181.046698177104,189.025303640116,186.283998433207,181.44308749642,185.86619993104,194.45814923509,189.425196329252,194.036747898119
"Marieke_WGS-2","chr1",7100001,7150000,24663,0,373,411.32,202.186881497185,211.800615362043,208.035722801156,202.6295557969,207.569139443946,217.888054546235,212.248690386956,217.415879336005
"Marieke_WGS-2","chr1",7150001,7200000,23797,0,359,395.69,194.598097741258,203.752274366933,200.227411489584,195.024156919805,199.778340644442,209.608393230088,204.183322715197,209.154160494175
"Marieke_WGS-2","chr1",7200001,7250000,22724,0,334,366.81,181.046698177104,188.881123507126,186.283998433207,181.44308749642,185.86619993104,194.309825168007,189.280711175823,193.888745257318
"Marieke_WGS-2","chr1",7250001,7300000,22646,0,331,363.34,179.420530229405,187.094319716145,184.610788866441,179.813359165614,184.196743045432,192.471666193788,187.490127310115,192.054569673111
"Marieke_WGS-2","chr1",7300001,7350000,21723,0,364,396.32,197.308377654089,204.07667966616,203.01609410086,197.740370804482,202.560768787122,209.942122381027,204.508414310412,209.487166435976
"Marieke_WGS-2","chr1",7350001,7400000,22035,0,372,406.34,201.644825514618,209.23626871101,207.477986278901,202.086313019965,207.01265381541,215.250005067386,209.678918729543,214.783546653195
"Marieke_WGS-2","chr1",7400001,7450000,25316,0,369,406.73,200.01865756692,209.437091039103,205.804776712135,200.456584689159,205.343196929802,215.456599303681,209.880165907534,214.989693188596
"Marieke_WGS-2","chr1",7450001,7500000,24450,0,322,355.08,174.54202638631,182.841005792946,179.591160166145,174.924174173195,179.188372388608,188.096106214814,183.227815283965,187.688491769495
"Marieke_WGS-2","chr1",7500001,7550000,27353,0,368,403.32,199.476601584354,207.681182990906,205.24704018988,199.913341912223,204.786711301266,213.650224058124,208.120543146133,213.18723245599
"Marieke_WGS-2","chr1",7550001,7600000,26607,0,361,396.78,195.68220970639,204.313547027501,201.342884534095,196.110642473676,200.891311901514,210.185797634093,204.745782776759,209.730313631577
