"SAMPLE","CHR","BIN.START","BIN.END","BIN.GC.CONTENT","BIN.N.COUNT","Marieke_WGS.1.COUNT","Marieke_WGS.1.GC","Marieke_WGS.1.GR10M","Marieke_WGS.1.GC.GR10M","Marieke_WGS.1.AUTO.GR10M","Marieke_WGS.1.AUTO.X.GR10M","Marieke_WGS.1.AUTO.Y.GR10M","Marieke_WGS.1.GC.AUTO.GR10M","Marieke_WGS.1.GC.AUTO.X.GR10M","Marieke_WGS.1.GC.AUTO.Y.GR10M"
"Marieke_WGS-1","chr1",1850001,1900000,28475,0,174,185.83,109.893149753669,107.545523444816,113.598942459132,110.190625348897,113.282806163548,111.166893365652,107.828099780683,110.866571063325
"Marieke_WGS-1","chr1",1900001,1950000,26938,0,175,188.83,110.524719579839,109.281715503872,114.25180994453,110.823904804926,113.933856773684,112.961548050563,109.56885369201,112.656377408856
"Marieke_WGS-1","chr1",1950001,2000000,29372,0,170,180.58,107.366870448987,104.507187341467,110.987472517543,107.657507524785,110.678603723007,108.026247667058,104.781780435859,107.734409958647
"Marieke_WGS-1","chr1",2000001,2050000,28762,0,183,195.09,115.577278189203,112.904569600437,119.474749827708,115.890140453151,119.142261654766,116.706394159743,113.201226853648,116.391106649864
"Marieke_WGS-1","chr1",2050001,2100000,27442,0,184,197.85,116.208848015374,114.501866294768,120.127617313106,116.523419909179,119.793312264902,118.357476469861,114.802720452069,118.037728487752
"Marieke_WGS-1","chr1",2100001,2150000,30221,0,167,176.58,105.472160970475,102.192264596059,109.028870061351,105.7576691567,108.725451892601,105.633374753844,102.460775220755,105.348001497939
"Marieke_WGS-1","chr1",2150001,2200000,27784,0,176,188.81,111.15628940601,109.270140890145,114.904677429927,111.457184260954,114.584907383819,112.949583685996,109.557248665935,112.644445366553
"Marieke_WGS-1","chr1",2200001,2250000,30580,0,162,170.98,102.314311839623,98.9513727524868,105.764532634365,102.59127187656,105.470198841924,102.283352675344,99.21136791961,102.007029652948
"Marieke_WGS-1","chr1",2250001,2300000,29037,0,162,172.42,102.314311839623,99.7847449408338,105.764532634365,102.59127187656,105.470198841924,103.144786924101,100.046929797047,102.866136698803
"Marieke_WGS-1","chr1",2300001,2350000,28701,0,194,206.9,122.524546277079,119.739379006255,126.656292167079,122.85621446946,126.303818366255,123.771351436008,120.053994751242,123.436977630103
"Marieke_WGS-1","chr1",2350001,2400000,31248,0,198,208.33,125.050825581761,120.566963887739,129.267762108668,125.389332293573,128.908020806796,124.626803502482,120.883754115641,124.290118654806
"Marieke_WGS-1","chr1",2400001,2450000,32212,0,185,193.93,116.840417841544,112.233242004268,120.780484798503,117.156699365207,120.444362875037,116.012461014911,112.528135341268,115.699048196258
"Marieke_WGS-1","chr1",2450001,2500000,31267,0,180,189.38,113.682568710692,109.600017381366,117.516147371516,113.990302085066,117.18910982436,113.290568076129,109.887991909087,112.984508572204
"Marieke_WGS-1","chr1",2500001,2550000,28105,0,187,200.19,118.103557493885,115.856096100832,122.086219769298,118.423258277263,121.746464095308,119.757307124091,116.160508502905,119.433777437266
"Marieke_WGS-1","chr1",2550001,2600000,28779,0,149,158.83,94.1039040994061,91.9197949133085,97.2772553241996,94.3586389481938,97.0065409101648,95.0150012014555,92.1613145787323,94.7583139535489
"Marieke_WGS-1","chr1",2600001,2650000,21281,15780,40,0,25.2627930468204,0,26.1146994158925,25.3311782411258,26.0420244054134,0,0,0
"Marieke_WGS-1","chr1",2650001,2700000,8502,34220,37,0,23.3680835683089,0,24.1560969597006,23.4313398730414,24.0888725750074,0,0,0
"Marieke_WGS-1","chr1",2700001,2750000,28914,0,199,211.96,125.682395407932,122.667756279197,129.920629594065,126.022611749601,129.559071416932,126.798335671224,122.990066348348,126.455784332898
"Marieke_WGS-1","chr1",2750001,2800000,28301,0,208,222.39,131.366523843466,128.70391733785,135.796436962641,131.722126853854,135.41852690815,133.03775179243,129.042087446731,132.678344394193
"Marieke_WGS-1","chr1",2800001,2850000,29899,0,172,182.17,108.630010101328,105.427369132767,112.293207488338,108.924066436841,111.980704943278,108.977414650061,105.704380008863,108.683007321778
"Marieke_WGS-1","chr1",2850001,2900000,27493,0,192,206.38,121.261406624738,119.438439049352,125.350557196284,121.589655557404,125.001717145984,123.46027795729,119.752264073278,123.126744530211
"Marieke_WGS-1","chr1",2900001,2950000,27107,0,202,217.71,127.577104886443,125.995457725722,131.879232050257,127.922450117685,131.512223247338,130.23809048397,126.32651134506,129.886246495165
"Marieke_WGS-1","chr1",2950001,3000000,27498,0,199,213.9,125.682395407932,123.79049381072,129.920629594065,126.022611749601,129.559071416932,127.958879034133,124.115753877673,127.613192436341
"Marieke_WGS-1","chr1",3000001,3050000,29577,0,201,213.26,126.945535060273,123.420106171455,131.22636456486,127.289170661657,130.861172637202,127.576019368019,123.744393043257,127.231367082628
"Marieke_WGS-1","chr1",3050001,3100000,28703,0,179,190.9,113.050998884521,110.479688024621,116.863279886119,113.357022629038,116.538059214225,114.199859783151,110.769973890827,113.891343787272
"Marieke_WGS-1","chr1",3100001,3150000,28455,0,198,211.49,125.050825581761,122.395752856611,129.267762108668,125.389332293573,128.908020806796,126.517173103921,122.717348235573,126.175381338765
"Marieke_WGS-1","chr1",3150001,3200000,28350,0,208,222.32,131.366523843466,128.663406189805,135.796436962641,131.722126853854,135.41852690815,132.995876516449,129.001469855467,132.636582246131
"Marieke_WGS-1","chr1",3200001,3250000,28363,0,202,215.89,127.577104886443,124.942167876561,131.879232050257,127.922450117685,131.512223247338,129.149333308457,125.270453972187,128.800430645543
"Marieke_WGS-1","chr1",3250001,3300000,28606,0,190,202.75,119.998266972397,117.337646657894,124.044822225489,120.323096645348,123.699615925714,121.288745788548,117.645951840572,120.961078852119
"Marieke_WGS-1","chr1",3300001,3350000,29100,0,220,234.06,138.945361757512,135.457704447579,143.630846787409,139.321480326192,143.231134229774,140.018958516733,135.813620161796,139.640691078308
"Marieke_WGS-1","chr1",3350001,3400000,29208,0,210,223.28,132.629663495807,129.218987648703,137.102171933436,132.988685765911,136.72062812842,133.57016601562,129.558511107092,133.209320276701
"Marieke_WGS-1","chr1",3400001,3450000,30883,0,206,217.11,130.103384191125,125.64821931391,134.490701991846,130.455567941798,134.116425687879,129.879159546987,125.978360562794,129.528285226059
"Marieke_WGS-1","chr1",3450001,3500000,31041,0,202,212.74,127.577104886443,123.119166214552,131.879232050257,127.922450117685,131.512223247338,127.264945889301,123.442662365293,126.921133982736
"Marieke_WGS-1","chr1",3500001,3550000,29481,0,195,207.01,123.15611610325,119.803039381754,127.309159652476,123.489493925488,126.95486897639,123.837155441121,120.117822394657,123.502603862772
"Marieke_WGS-1","chr1",3550001,3600000,27583,0,179,192.29,113.050998884521,111.284123678651,116.863279886119,113.357022629038,116.538059214225,115.031383120493,111.576523203075,114.720620727368
"Marieke_WGS-1","chr1",3600001,3650000,31084,0,188,197.96,118.735127320056,114.565526670267,122.739087254695,119.056537733291,122.397514705443,118.423280474974,114.866548095485,118.103354720421
"Marieke_WGS-1","chr1",3650001,3700000,27585,0,171,183.69,107.998440275157,106.307039776022,111.640340002941,108.290786980813,111.329654333142,109.886706357082,106.586361990602,109.589842536847
"Marieke_WGS-1","chr1",3700001,3750000,25498,0,165,179.92,104.209021318134,104.125225088475,107.723135090557,104.491110244644,107.42335067233,107.631423636378,104.398814575367,107.34065256263
"Marieke_WGS-1","chr1",3750001,3800000,24604,0,176,193.23,111.15628940601,111.828130523822,114.904677429927,111.457184260954,114.584907383819,115.593708255098,112.121959428625,115.281426715635
"Marieke_WGS-1","chr1",3800001,3850000,23790,4732,146,0,92.2091946208945,0,95.3186528680077,92.4588005801093,95.0533890797588,0,0,0
"Marieke_WGS-1","chr1",3850001,3900000,0,50000,0,0,0,0,0,0,0,0,0,0
"Marieke_WGS-1","chr1",3900001,3950000,0,50000,0,0,0,0,0,0,0,0,0,0
"Marieke_WGS-1","chr1",3950001,4000000,2223,45268,14,0,8.84197756638715,0,9.14014479556238,8.86591238439404,9.11470854189468,0,0,0
"Marieke_WGS-1","chr1",4000001,4050000,25525,0,205,223.5,129.471814364955,129.346308399701,133.837834506449,129.82228848577,133.465375077744,133.701774025847,129.686166393922,133.34057274204
"Marieke_WGS-1","chr1",4050001,4100000,24139,0,190,209.36,119.998266972397,121.163056494681,124.044822225489,120.323096645348,123.699615925714,125.242968277635,121.48141295853,124.904618833438
"Marieke_WGS-1","chr1",4100001,4150000,25640,0,183,199.34,115.577278189203,115.364175017433,119.474749827708,115.890140453151,119.142261654766,119.248821630033,115.667294894696,118.926665639366
"Marieke_WGS-1","chr1",4150001,4200000,24860,0,183,200.52,115.577278189203,116.047077227329,119.474749827708,115.890140453151,119.142261654766,119.954719139431,116.351991433151,119.630656135274
"Marieke_WGS-1","chr1",4200001,4250000,25144,0,175,191.34,110.524719579839,110.734329526616,114.25180994453,110.823904804926,113.933856773684,114.463075803604,111.025284464488,114.15384871795
"Marieke_WGS-1","chr1",4250001,4300000,22013,0,197,219.3,124.419255755591,126.915639517022,128.614894623271,124.756052837545,128.256970196661,131.189257466972,127.249110918063,130.834843858297
"Marieke_WGS-1","chr1",4300001,4350000,21273,0,179,198.97,113.050998884521,115.150044663483,116.863279886119,113.357022629038,116.538059214225,119.027480885561,115.452601912298,118.70592285675
"Marieke_WGS-1","chr1",4350001,4400000,25007,0,193,211.24,121.892976450909,122.251070185023,126.003424681681,122.222935013432,125.65276775612,126.367618546845,122.572285409629,126.026230809971
"Marieke_WGS-1","chr1",4400001,4450000,24503,0,210,230.74,132.629663495807,133.53631856889,137.102171933436,132.988685765911,136.72062812842,138.032873998765,133.88718583326,137.659972055921
"Marieke_WGS-1","chr1",4450001,4500000,23183,0,198,219.72,125.050825581761,127.158706405289,129.267762108668,125.389332293573,128.908020806796,131.44050912286,127.492816465649,131.085416746671
"Marieke_WGS-1","chr1",4500001,4550000,24148,0,184,202.73,116.208848015374,117.326072044167,120.127617313106,116.523419909179,119.793312264902,121.276781423982,117.634346814496,120.949146809815
"Marieke_WGS-1","chr1",4550001,4600000,23696,0,184,203.45,116.208848015374,117.74275813834,120.127617313106,116.523419909179,119.793312264902,121.707498548361,118.052127753215,121.378700332743
"Marieke_WGS-1","chr1",4600001,4650000,22126,0,190,211.51,119.998266972397,122.407327470339,124.044822225489,120.323096645348,123.699615925714,126.529137468487,122.728953261649,126.187313381069
"Marieke_WGS-1","chr1",4650001,4700000,25840,0,206,224.06,130.103384191125,129.670397584058,134.490701991846,130.455567941798,134.116425687879,134.036776233697,130.011107124037,133.674669926539
"Marieke_WGS-1","chr1",4700001,4750000,25620,0,216,235.32,136.41908245283,136.186905112383,141.01937684582,136.78836250208,140.626931789232,140.772713484395,136.544736804554,140.392409743431
"Marieke_WGS-1","chr1",4750001,4800000,27202,0,187,201.41,118.103557493885,116.562147538182,122.086219769298,118.423258277263,121.746464095308,120.487133362621,116.868415093512,120.161632017782
"Marieke_WGS-1","chr1",4800001,4850000,25494,0,212,231.18,133.892803148148,133.790960070885,138.40790690423,134.255244677967,138.022729348691,138.296090019219,134.142496406921,137.922476986598
"Marieke_WGS-1","chr1",4850001,4900000,22097,0,216,240.45,136.41908245283,139.155793533369,141.01937684582,136.78836250208,140.626931789232,143.841572995593,139.521425992924,143.452978594288
"Marieke_WGS-1","chr1",4900001,4950000,21585,0,156,173.58,98.5248928825996,100.456072537002,101.847327721981,98.7915951403908,101.563895181112,103.838720068933,100.720021309427,103.558195152408
"Marieke_WGS-1","chr1",4950001,5000000,23106,0,208,230.92,131.366523843466,133.640490092433,135.796436962641,131.722126853854,135.41852690815,138.14055327986,133.99163106794,137.767360436652
"Marieke_WGS-1","chr1",5000001,5050000,23495,0,217,240.31,137.050652279001,139.07477123728,141.672244331217,137.421641958108,141.277982399368,143.75782244363,139.440190810396,143.369454298164
"Marieke_WGS-1","chr1",5050001,5100000,21028,0,219,243.2,138.313791931342,140.747302920837,142.977979302012,138.688200870164,142.580083619638,145.486673123427,141.117117078308,145.093634411025
"Marieke_WGS-1","chr1",5100001,5150000,19915,0,177,196.18,111.78785923218,113.53538604856,115.557544915324,112.090463716982,115.235957993954,117.358452028594,113.833700774764,117.041402955407
"Marieke_WGS-1","chr1",5150001,5200000,21124,0,200,222.18,126.313965234102,128.582383893716,130.573497079463,126.655891205629,130.210122027067,132.912125964486,128.920234672938,132.553057950006
"Marieke_WGS-1","chr1",5200001,5250000,22208,0,188,209.27,118.735127320056,121.11097073291,122.739087254695,119.056537733291,122.397514705443,125.189128637087,121.429190341191,124.850924643072
"Marieke_WGS-1","chr1",5250001,5300000,20901,0,166,184.24,104.840591144305,106.625341653516,108.376002575954,105.124389700672,108.074401282466,110.215726382649,106.905500207679,109.917973700194
"Marieke_WGS-1","chr1",5300001,5350000,24216,0,191,210.33,120.629836798567,121.724425260443,124.697689710887,120.956376101376,124.350666535849,125.823239959089,122.044256723193,125.48332288516
"Marieke_WGS-1","chr1",5350001,5400000,22780,0,193,214.57,121.892976450909,124.178243370576,126.003424681681,122.222935013432,125.65276775612,128.359685247096,124.504522251203,128.01291585351
"Marieke_WGS-1","chr1",5400001,5450000,23558,0,219,242.41,138.313791931342,140.290105678619,142.977979302012,138.688200870164,142.580083619638,145.014080723068,140.658718548325,144.622318740035
"Marieke_WGS-1","chr1",5450001,5500000,24498,0,205,225.26,129.471814364955,130.36487440768,133.837834506449,129.82228848577,133.465375077744,134.754638107661,130.707408688568,134.390592464751
"Marieke_WGS-1","chr1",5500001,5550000,24685,0,224,245.78,141.471641062194,142.240428091626,146.242316728998,141.854598150305,145.835336670315,147.030076152451,142.61416544205,146.632867868181
"Marieke_WGS-1","chr1",5550001,5600000,24453,0,196,215.44,123.78768592942,124.681739067702,127.962027137873,124.122773381517,127.605919586526,128.88013510572,125.009340885488,128.531959693714
"Marieke_WGS-1","chr1",5600001,5650000,21373,0,212,235.74,133.892803148148,136.429972000651,138.40790690423,134.255244677967,138.022729348691,141.023965140283,136.78844235214,140.642982631805
"Marieke_WGS-1","chr1",5650001,5700000,22483,0,201,223.65,126.945535060273,129.433118002653,131.22636456486,127.289170661657,130.861172637202,133.791506760093,129.773204089489,133.430063059316
"Marieke_WGS-1","chr1",5700001,5750000,24732,0,227,248.98,143.366350540706,144.092366287953,148.20091918519,143.754436518389,147.788488500721,148.944374483022,144.470969614133,148.541994636747
"Marieke_WGS-1","chr1",5750001,5800000,24822,0,190,208.25,119.998266972397,120.520665432831,124.044822225489,120.323096645348,123.699615925714,124.578946044218,120.837334011339,124.242390485592
"Marieke_WGS-1","chr1",5800001,5850000,25802,0,183,199.1,115.577278189203,115.225279652709,119.474749827708,115.890140453151,119.142261654766,119.10524925524,115.528034581789,118.783481131723
"Marieke_WGS-1","chr1",5850001,5900000,25463,0,185,201.79,116.840417841544,116.782065198996,120.780484798503,117.156699365207,120.444362875037,120.714456289377,117.088910588947,120.388340821549
"Marieke_WGS-1","chr1",5900001,5950000,28060,0,190,203.46,119.998266972397,117.748545445204,124.044822225489,120.323096645348,123.699615925714,121.713480730644,118.057930266252,121.384666353894
"Marieke_WGS-1","chr1",5950001,6000000,23692,0,217,239.94,137.050652279001,138.86064088333,141.672244331217,137.421641958108,141.277982399368,143.536481699158,139.225497827999,143.148711515548
"Marieke_WGS-1","chr1",6000001,6050000,24455,0,214,235.23,135.155942800489,136.134819350611,139.713641875025,135.521803590023,139.324830568962,140.718873843848,136.492514187214,140.338715553065
"Marieke_WGS-1","chr1",6050001,6100000,27870,0,180,192.99,113.682568710692,111.689235159097,117.516147371516,113.990302085066,117.18910982436,115.450135880305,111.982699115718,115.138242207992
"Marieke_WGS-1","chr1",6100001,6150000,27649,0,183,196.5,115.577278189203,113.720579868193,119.474749827708,115.890140453151,119.142261654766,117.549881861651,114.019381191972,117.232315632263
"Marieke_WGS-1","chr1",6150001,6200000,28154,0,223,238.65,140.840071236024,138.114078297935,145.589449243601,141.221318694277,145.18428606018,142.764780184646,138.476973646128,142.37909478697
"Marieke_WGS-1","chr1",6200001,6250000,28274,0,177,189.28,111.78785923218,109.542144312731,115.557544915324,112.090463716982,115.235957993954,113.230746253299,109.82996677871,112.924848360686
"Marieke_WGS-1","chr1",6250001,6300000,26176,0,164,177.93,103.577451491964,102.973551022634,107.070267605159,103.857830788616,106.772300062195,106.440969362054,103.244114480853,106.153414353428
"Marieke_WGS-1","chr1",6300001,6350000,29817,0,217,229.93,137.050652279001,133.067546712945,141.672244331217,137.421641958108,141.277982399368,137.548317233839,133.417182277202,137.176724342627
"Marieke_WGS-1","chr1",6350001,6400000,26657,0,160,172.99,101.051172187282,100.114621432055,104.45879766357,101.324712964503,104.168097621654,103.485771314234,100.3776730402,103.206199904454
"Marieke_WGS-1","chr1",6400001,6450000,26141,0,176,191,111.15628940601,110.537561093256,114.904677429927,111.457184260954,114.584907383819,114.259681605981,110.827999021204,113.95100399879
"Marieke_WGS-1","chr1",6450001,6500000,27343,0,153,164.63,96.6301834040881,95.2764328941508,99.8887252657889,96.8917567723063,99.6107433507062,98.4846669256162,95.5267721406327,98.218606221575
"Marieke_WGS-1","chr1",6500001,6550000,30174,0,165,174.5,104.209021318134,100.988504768446,107.723135090557,104.491110244644,107.42335067233,104.389080838972,101.253852508901,104.107069098371
"Marieke_WGS-1","chr1",6550001,6600000,26959,0,175,188.8,110.524719579839,109.264353583282,114.25180994453,110.823904804926,113.933856773684,112.943601503713,109.551446152897,112.638479345401
"Marieke_WGS-1","chr1",6600001,6650000,26223,0,181,196.31,114.314138536862,113.610621037786,118.169014856914,114.623581541094,117.840160434496,117.436220398273,113.909133444254,117.11896123038
"Marieke_WGS-1","chr1",6650001,6700000,27152,0,203,218.72,128.208674712614,126.579975718937,132.532099535655,128.555729573714,132.163273857473,130.842290894556,126.912565161873,130.488814631494
"Marieke_WGS-1","chr1",6700001,6750000,22985,0,175,194.4,110.524719579839,112.505245426854,114.25180994453,110.823904804926,113.933856773684,116.293623582213,112.800853454042,115.979451190392
"Marieke_WGS-1","chr1",6750001,6800000,23588,0,178,196.98,112.419429058351,113.998370597642,116.210412400722,112.72374317301,115.88700860409,117.837026611237,114.297901817784,117.518684647548
"Marieke_WGS-1","chr1",6800001,6850000,23371,0,175,193.97,110.524719579839,112.256391231722,114.25180994453,110.823904804926,113.933856773684,116.036389744043,112.551345393419,115.722912280866
"Marieke_WGS-1","chr1",6850001,6900000,20131,0,197,218.45,124.419255755591,126.423718433622,128.614894623271,124.756052837545,128.256970196661,130.680771972914,126.755897309854,130.327732060396
"Marieke_WGS-1","chr1",6900001,6950000,20667,0,193,214.02,121.892976450909,123.859941493082,126.003424681681,122.222935013432,125.65276775612,128.030665221529,124.185384034126,127.684784690163
"Marieke_WGS-1","chr1",6950001,7000000,23734,0,208,229.92,131.366523843466,133.061759406081,135.796436962641,131.722126853854,135.41852690815,137.542335051556,133.411379764164,137.170758321476
"Marieke_WGS-1","chr1",7000001,7050000,25129,0,204,223.08,128.840244538784,129.103241511433,133.184967021052,129.189009029742,132.814324467608,133.45052236996,129.442460846336,133.089999853665
"Marieke_WGS-1","chr1",7050001,7100000,22853,0,206,228.96,130.103384191125,132.506177947183,134.490701991846,130.455567941798,134.116425687879,136.968045552385,132.854338512539,136.598020290906
"Marieke_WGS-1","chr1",7100001,7150000,24663,0,221,242.53,139.576931583683,140.359553360982,144.283714272806,139.95475978222,143.882184839909,145.085866910464,140.728348704778,144.693910993856
"Marieke_WGS-1","chr1",7150001,7200000,23797,0,188,207.71,118.735127320056,120.2081508622,122.739087254695,119.056537733291,122.397514705443,124.255908200934,120.5239983073,123.920225343396
"Marieke_WGS-1","chr1",7200001,7250000,22724,0,196,217.95,123.78768592942,126.134353090446,127.962027137873,124.122773381517,127.605919586526,130.381662858762,126.465771657966,130.029431002808
"Marieke_WGS-1","chr1",7250001,7300000,22646,0,163,181.3,102.945881665793,104.923873435641,106.417400119762,103.224551332588,106.12124945206,108.456964791437,105.199561374578,108.163963481574
"Marieke_WGS-1","chr1",7300001,7350000,21723,0,183,203.68,115.577278189203,117.875866196201,119.474749827708,115.890140453151,119.142261654766,121.84508874087,118.185585553083,121.515918819233
"Marieke_WGS-1","chr1",7350001,7400000,22035,0,200,222.64,126.313965234102,128.848600009438,130.573497079463,126.655891205629,130.210122027067,133.187306349506,129.187150272675,132.827494922988
"Marieke_WGS-1","chr1",7400001,7450000,25316,0,228,248.97,143.997920366876,144.086578981089,148.853786670587,144.387715974417,148.439539110856,148.938392300739,144.465167101095,148.536028615596
"Marieke_WGS-1","chr1",7450001,7500000,24450,0,174,191.27,109.893149753669,110.693818378571,113.598942459132,110.190625348897,113.282806163548,114.421200527623,110.984666873224,114.112086569888
"Marieke_WGS-1","chr1",7500001,7550000,27353,0,174,187.21,109.893149753669,108.344171791982,113.598942459132,110.190625348897,113.282806163548,111.992434520711,108.628846579893,111.68988198227
"Marieke_WGS-1","chr1",7550001,7600000,26607,0,195,210.91,123.15611610325,122.060089058527,127.309159652476,123.489493925488,126.95486897639,126.170206531505,122.380802479383,125.829352111962
"Marieke_WGS-1","chr1",7600001,7650000,26361,0,196,212.37,123.78768592942,122.905035860601,127.962027137873,124.122773381517,127.605919586526,127.043605144828,123.227969382896,126.700391200121
